352, 235
355, 241
356, 253
359, 278
364, 371
367, 519
371, 632
383, 730
392, 816
395, 866
396, 890
395, 901
394, 906
393, 908
393, 907
393, 895
393, 865
396, 778
408, 587
414, 376
409, 209
405, 93
404, 42
403, 29
403, 30
405, 47
405, 132
419, 334
453, 640
476, 848
496, 933
502, 950
503, 951
503, 952
503, 954
503, 955
503, 957
503, 958
503, 959
503, 960
503, 962
502, 963
502, 964
503, 948
514, 846
530, 616
541, 289
527, 105
525, 19
523, 0
527, 5
529, 18
531, 29
532, 41
535, 54
536, 68
538, 86
540, 106
542, 124
543, 138
544, 151
544, 167
545, 192
545, 225
544, 255
544, 278
544, 298
544, 315
546, 328
546, 347
547, 372
549, 402
552, 428
553, 449
553, 463
554, 478
554, 493
554, 508
554, 527
552, 548
550, 571
548, 594
546, 612
546, 629
544, 644
544, 657
544, 676
544, 693
544, 707
544, 718
545, 730
546, 738
547, 751
550, 776
551, 797
551, 815
552, 834
553, 852
553, 864
553, 872
553, 879
553, 889
553, 902
553, 913
552, 920
552, 924
552, 927
551, 929
551, 934
551, 940
551, 948
552, 957
552, 971
552, 981
551, 986
551, 985
550, 984
550, 983
549, 983
548, 983
548, 982
546, 981
543, 979
535, 978
522, 978
501, 975
477, 973
454, 970
436, 967
417, 965
404, 965
392, 963
377, 961
364, 961
354, 960
345, 960
330, 959
305, 960
267, 957
264, 957
261, 956
252, 955
241, 953
236, 954
229, 957
221, 958
210, 961
197, 964
183, 965
174, 965
168, 965
165, 965
159, 965
152, 964
147, 964
143, 964
139, 964
133, 964
127, 964
122, 963
117, 962
113, 961
110, 960
109, 959
108, 959
106, 958
105, 957
104, 957
103, 953
102, 945
102, 937
102, 927
104, 916
105, 903
105, 891
107, 878
110, 864
111, 850
113, 841
114, 832
115, 822
117, 812
118, 803
120, 794
122, 783
123, 770
124, 759
127, 752
127, 742
127, 733
128, 721
128, 709
128, 697
130, 684
130, 672
130, 658
131, 645
131, 629
133, 612
134, 593
135, 573
135, 553
134, 529
134, 503
132, 476
131, 454
130, 435
129, 420
129, 408
128, 396
127, 386
127, 374
126, 363
125, 350
124, 337
123, 323
123, 310
123, 296
123, 282
123, 271
123, 261
123, 253
124, 246
124, 238
124, 230
124, 221
124, 210
124, 197
124, 183
124, 170
124, 157
124, 145
124, 133
124, 124
124, 115
126, 106
126, 99
127, 94
128, 89
128, 82
128, 77
129, 70
130, 63
130, 57
130, 55
130, 53
130, 50
130, 46
130, 43
130, 42
130, 41
135, 40
146, 39
160, 37
186, 37
220, 37
253, 37
280, 37
294, 37
311, 37
336, 38
368, 38
397, 38
432, 38
467, 38
503, 39
536, 39
560, 39
574, 39
586, 38
602, 37
624, 37
649, 36
672, 36
692, 37
706, 37
716, 37
726, 37
732, 37
742, 37
751, 37
762, 37
774, 37
788, 37
801, 36
813, 36
823, 36
831, 36
837, 35
841, 35
847, 35
853, 35
858, 35
862, 35
866, 36
868, 36
869, 36
875, 37
880, 37
889, 37
896, 37
904, 35
907, 34
911, 34
912, 34
912, 38
912, 48
912, 53
912, 58
912, 65
912, 70
912, 75
912, 84
913, 102
917, 128
921, 154
926, 175
929, 193
930, 204
932, 215
933, 223
933, 232
933, 245
931, 259
931, 269
931, 274
930, 279
929, 288
928, 296
926, 302
924, 309
923, 316
923, 323
923, 328
922, 335
921, 339
921, 340
922, 340
923, 340
924, 342
924, 347
926, 353
928, 361
929, 370
932, 380
934, 387
934, 392
935, 397
936, 409
936, 424
936, 443
939, 466
940, 488
940, 504
941, 515
941, 527
941, 538
941, 553
939, 577
939, 597
940, 617
942, 632
943, 641
943, 649
944, 659
944, 668
944, 682
944, 699
944, 716
944, 730
944, 741
945, 752
945, 760
946, 771
946, 786
946, 803
946, 822
946, 837
946, 845
946, 853
946, 863
946, 877
946, 896
946, 917
946, 933
946, 943
947, 948
947, 950
947, 952
947, 955
947, 957
947, 958
946, 958
944, 958
941, 958
933, 958
926, 957
915, 955
906, 952
894, 950
882, 947
871, 946
863, 945
853, 945
842, 945
832, 945
823, 944
811, 944
797, 944
785, 944
772, 944
755, 943
738, 942
724, 941
709, 940
695, 939
682, 939
671, 938
659, 937
645, 935
634, 934
624, 934
615, 933
605, 933
595, 933
583, 933
572, 932
560, 932
550, 932
538, 932
522, 932
510, 932
499, 931
485, 931
475, 931
470, 931
461, 930
453, 929
447, 928
443, 928
434, 927
421, 926
405, 926
388, 925
367, 925
348, 924
332, 924
315, 924
299, 923
285, 922
276, 922
263, 922
253, 923
246, 924
235, 924
219, 924
205, 923
190, 922
172, 921
153, 920
142, 919
137, 919
131, 918
124, 917
118, 916
114, 916
107, 915
95, 913
83, 912
74, 911
63, 911
56, 910
54, 909
50, 909
48, 909
46, 909
44, 908
43, 907
43, 906
43, 905
42, 903
42, 901
41, 899
40, 896
40, 891
39, 885
39, 879
39, 872
39, 866
39, 859
38, 852
38, 846
38, 837
38, 827
38, 818
38, 810
38, 800
38, 787
39, 773
41, 756
41, 740
42, 724
42, 709
42, 694
41, 677
39, 658
35, 638
31, 618
26, 600
22, 584
20, 570
17, 558
15, 547
14, 538
13, 529
13, 520
13, 511
12, 500
12, 489
12, 478
12, 464
12, 450
12, 434
12, 420
11, 407
11, 395
12, 384
13, 371
14, 358
15, 345
17, 331
19, 318
21, 308
22, 297
23, 288
25, 277
26, 266
26, 254
27, 243
27, 230
28, 216
29, 200
30, 186
31, 173
31, 162
32, 151
32, 142
33, 137
33, 135
33, 133
33, 130
33, 127
33, 123
33, 119
33, 118
37, 118
42, 118
49, 118
61, 119
76, 120
97, 121
114, 122
134, 123
148, 125
156, 126
163, 127
180, 127
199, 128
218, 128
242, 127
270, 126
293, 126
